State,City,Title,Company,Posted,Location
IL,Springfield,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Springfield, IL"
IL,Rosemont,Data Scientist (Remote -Virtual)- Supporting Supply Chain,US Foods,"June 20, 2023","Rosemont, IL"
IL,Springfield,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Springfield, IL"
IL,Chicago,"Data Scientist, Operations Engineering - R06463-4121Invenergy LLC",,"June 12, 2023","Chicago, IL"
IL,Springfield,"Data Scientist, Product Analytics - Machine Learning",Meta,"June 13, 2023","Springfield, IL"
IL,Springfield,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Springfield, IL"
IL,Springfield,"Data Scientist, Product Analytics - Monetization",Meta,"June 13, 2023","Springfield, IL"
IL,Springfield,"Data Scientist, Product Analytics - Reality Labs",Meta,"June 10, 2023","Springfield, IL"
IL,Rosemont,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Rosemont, IL"
IL,Chicago,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Chicago, IL"
IL,Springfield,Data Scientist - Secret Clearance - Remote,MindPoint Group,"June 16, 2023","Springfield, IL"
IL,Aurora,Senior Data Scientist I (Customer Insights)ALDI,,"May 9, 2023","Aurora, IL"
IL,Chicago,Lead Data Scientist - Operations Performance,United Airlines,"May 2, 2023","Chicago, IL"
IL,North Chicago,"Senior Data Scientist, Analytics (On-Site -Illinois Based)Abb",Vie,"June 15, 2023","North Chicago, IL"
IL,Springfield,Senior Data Scientist - REQ001119_43245530923_13-3175The,CollegeBoard,"May 31, 2023","Springfield, IL"
IL,Chicago,Principal Data Engineer,Aspen Dental,"June 15, 2023","Chicago, IL"
IL,Chicago,Lead Cognitive/Machine Learning Professional - MLPHumana,,"June 4, 2023","Chicago, IL"
IL,Chicago,Data Engineer,Humana,"June 20, 2023","Chicago, IL"
IL,Riverwoods,Principal Data Science (multiple openings) - IHMDiscover,,"June 21, 2023","Riverwoods, IL"
IL,Chicago,Staff Applied Scientist - STAFF009608_0-6062Uber Freight,,"June 9, 2023","Chicago, IL"
IL,Chicago,Data Engineer,Conagra,"June 7, 2023","Chicago, IL"
IL,Springfield,"Research Scientist, Machine Learning (Ph",D)Meta,"June 17, 2023","Springfield, IL"
IL,Virtual,Senior Machine Learning Engineer,S&P Global,"April 23, 2023","Virtual, IL"
IL,CHICAGO,Data Engineer,Hyatt,"June 1, 2023","CHICAGO, IL"
IL,Springfield,Senior Principal Applied Scientist-OCI AIOracle,,"June 14, 2023","Springfield, IL"
IL,Springfield,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Springfield, IL"
IL,Springfield,Principal Applied Scientist-OCI AI Services,Oracle,"June 7, 2023","Springfield, IL"
IL,North Chicago,Scientist IManpower,Group,"June 9, 2023","North Chicago, IL"
IL,Riverwoods,Principal Data Science (multiple openings) - IHMDiscover,,"June 21, 2023","Riverwoods, IL"
IL,Milan,2023071 Data Analytics Engineer,John Deere,"June 19, 2023","Milan, IL"
IL,springfield,machine learning engineer,Randstad US,"June 13, 2023","springfield, IL"
IL,Springfield,Data Analytics Consultant,Guidehouse,"June 8, 2023","Springfield, IL"
IL,Chicago,"Senior Data Analytics Engineer in Chicago, ILIllinois Dept. of Employment Security",,"June 5, 2023","Chicago, IL"
IL,Riverwoods,Principal Data Science (multiple openings) - IHMDiscover,,"June 6, 2023","Riverwoods, IL"
IL,Buffalo Grove,Data Engineer,CVS Health,"May 28, 2023","Buffalo Grove, IL"
IL,Springfield,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Springfield, IL"
IL,Springfield,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Springfield, IL"
IL,Riverwoods,Principal Data Science (multiple openings) - IHMDiscover,,"May 20, 2023","Riverwoods, IL"
IL,Riverwoods,Senior Data Science Analyst (multiple openings) - IHMDiscover,,"May 20, 2023","Riverwoods, IL"
IL,Springfield,Business Intelligence Engineer,Hospital Sisters Health Systems (HSHS),"May 16, 2023","Springfield, IL"
IL,Elk Grove Village,Senior Data Analyst - VP - Hybrid,Citigroup,"May 9, 2023","Elk Grove Village, IL"
IN,Indianapolis,Data Scientist,"Rose International, Inc.","June 6, 2023","Indianapolis, IN"
IN,Columbus,Data Scientist Principals #IN1041Cummins Inc.,,"June 15, 2023","Columbus, IN"
IN,Indianapolis,Lead NLP Data Scientist,Humana,"June 1, 2023","Indianapolis, IN"
IN,Indianapolis,Lead NLP Data Scientist,Humana,"June 4, 2023","Indianapolis, IN"
IN,Indianapolis,"Data Scientist, Product Analytics",Meta,"June 13, 2023","Indianapolis, IN"
IN,Indianapolis,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Indianapolis, IN"
IN,Indianapolis,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Indianapolis, IN"
IN,Indianapolis,Senior Data Scientist,Pearson,"June 3, 2023","Indianapolis, IN"
IN,Indianapolis,AI Senior Data Scientist,Travelers Insurance Company,"June 13, 2023","Indianapolis, IN"
IN,Indianapolis,Data Scientist - Optimization,Corteva Agriscience,"May 13, 2023","Indianapolis, IN"
IN,Indianapolis,AI Lead Data Scientist,Travelers Insurance Company,"June 7, 2023","Indianapolis, IN"
IN,Indianapolis,Director & Data Scientist,Travelers Insurance Company,"June 2, 2023","Indianapolis, IN"
,IN,REMOTE: Data Scientist,CVS Health,"June 11, 2023",IN
IN,Columbus,Senior Data Scientist - Procurement,Cummins Inc.,"May 18, 2023","Columbus, IN"
IN,Martinsville,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Martinsville, IN"
IN,Indianapolis,AI Data Scientist/Product Owner,Travelers Insurance Company,"June 7, 2023","Indianapolis, IN"
IN,Indianapolis,Data Scientist (Hybrid / Remote)UMB Bank,,"June 6, 2023","Indianapolis, IN"
IN,Indianapolis,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Indianapolis, IN"
IN,Indianapolis,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Indianapolis, IN"
IN,Indianapolis,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Indianapolis, IN"
IN,Indianapolis,"Data Scientist, Product Analytics - Machine Learning",Meta,"June 13, 2023","Indianapolis, IN"
IN,Indianapolis,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Indianapolis, IN"
IN,Indianapolis,"Data Scientist, Product Analytics - Monetization",Meta,"June 13, 2023","Indianapolis, IN"
IN,Indianapolis,"Data Scientist, Product Analytics - Reality Labs",Meta,"June 10, 2023","Indianapolis, IN"
IN,Indianapolis,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Indianapolis, IN"
IN,Indianapolis,Data Scientist - Secret Clearance - Remote,MindPoint Group,"June 16, 2023","Indianapolis, IN"
IN,Indianapolis,Lead Cognitive/Machine Learning Professional - MLPHumana,,"June 4, 2023","Indianapolis, IN"
IN,Indianapolis,Data Engineer,Humana,"June 20, 2023","Indianapolis, IN"
IN,Indianapolis,"Research Scientist, Machine Learning (Ph",D)Meta,"June 17, 2023","Indianapolis, IN"
IN,Virtual,Senior Machine Learning Engineer,S&P Global,"April 23, 2023","Virtual, IN"
IN,Indianapolis,Senior Director–BI&A AI/ML Data Science,Lilly,"May 9, 2023","Indianapolis, IN"
IN,Indianapolis,Senior Principal Applied Scientist-OCI AIOracle,,"June 14, 2023","Indianapolis, IN"
IN,Indianapolis,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Indianapolis, IN"
IN,Indianapolis,Principal Applied Scientist-OCI AI Services,Oracle,"June 7, 2023","Indianapolis, IN"
IN,Indianapolis,Business Intelligence Engineer,Humana,"June 21, 2023","Indianapolis, IN"
IN,Indianapolis,Data Analytics Consultant,Guidehouse,"June 8, 2023","Indianapolis, IN"
IN,Indianapolis,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Indianapolis, IN"
IN,Indianapolis,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Indianapolis, IN"
IA,Davenport,Lead NLP Data Scientist,Humana,"June 1, 2023","Davenport, IA"
IA,Davenport,Lead NLP Data Scientist,Humana,"June 4, 2023","Davenport, IA"
IA,Des Moines,Data Scientist IICorteva Agriscience,,"May 25, 2023","Des Moines, IA"
IA,Des Moines,"Data Scientist, Product Analytics",Meta,"June 13, 2023","Des Moines, IA"
IA,Des Moines,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Des Moines, IA"
IA,Des Moines,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Des Moines, IA"
IA,Des Moines,Senior Data Scientist,Pearson,"June 3, 2023","Des Moines, IA"
IA,Des Moines,AI Senior Data Scientist,Travelers Insurance Company,"June 13, 2023","Des Moines, IA"
IA,Des Moines,Director & Data Scientist,Travelers Insurance Company,"June 2, 2023","Des Moines, IA"
IA,Des Moines,AI Lead Data Scientist,Travelers Insurance Company,"June 7, 2023","Des Moines, IA"
IA,Des Moines,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Des Moines, IA"
IA,Des Moines,AI Data Scientist/Product Owner,Travelers Insurance Company,"June 7, 2023","Des Moines, IA"
IA,Des Moines,Data Scientist (Hybrid / Remote)UMB Bank,,"June 6, 2023","Des Moines, IA"
IA,Des Moines,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Des Moines, IA"
IA,Des Moines,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Des Moines, IA"
IA,Des Moines,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Des Moines, IA"
IA,Des Moines,"Data Scientist, Product Analytics - Machine Learning",Meta,"June 13, 2023","Des Moines, IA"
IA,Des Moines,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Des Moines, IA"
IA,Des Moines,"Data Scientist, Product Analytics - Monetization",Meta,"June 13, 2023","Des Moines, IA"
IA,Des Moines,"Data Scientist, Product Analytics - Reality Labs",Meta,"June 10, 2023","Des Moines, IA"
IA,Des Moines,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Des Moines, IA"
IA,Davenport,Lead Cognitive/Machine Learning Professional - MLPHumana,,"June 4, 2023","Davenport, IA"
IA,Davenport,Data Engineer,Humana,"June 20, 2023","Davenport, IA"
IA,Des Moines,"Research Scientist, Machine Learning (Ph",D)Meta,"June 17, 2023","Des Moines, IA"
IA,Des Moines,Senior Principal Applied Scientist-OCI AIOracle,,"June 14, 2023","Des Moines, IA"
IA,Des Moines,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Des Moines, IA"
IA,Des Moines,Principal Applied Scientist-OCI AI Services,Oracle,"June 7, 2023","Des Moines, IA"
IA,Urbandale,Data Engineer,Kelly Services,"June 2, 2023","Urbandale, IA"
IA,Des Moines,Data Analytics Consultant,Guidehouse,"June 8, 2023","Des Moines, IA"
IA,Des Moines,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Des Moines, IA"
IA,Des Moines,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Des Moines, IA"
IA,Dubuque,Machine Intelligence - Data Analytics Engineer,RFA Engineering,"April 28, 2023","Dubuque, IA"
KS,Topeka,Data Scientist,Kansas Department of Commerce,"June 19, 2023","Topeka, KS"
KS,Overland Park,Lead NLP Data Scientist,Humana,"June 1, 2023","Overland Park, KS"
KS,Overland Park,Lead NLP Data Scientist,Humana,"June 4, 2023","Overland Park, KS"
KS,Topeka,"Data Scientist, Product Analytics",Meta,"June 13, 2023","Topeka, KS"
KS,Topeka,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Topeka, KS"
KS,Topeka,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Topeka, KS"
KS,Topeka,Senior Data Scientist,Pearson,"June 3, 2023","Topeka, KS"
KS,Topeka,AI Senior Data Scientist,Travelers Insurance Company,"June 13, 2023","Topeka, KS"
KS,Topeka,Data Scientist Operations,Blue Cross Blue Shield of Kansas,"May 28, 2023","Topeka, KS"
KS,Hutchinson,Data Scientist Operations,Blue Cross Blue Shield of Kansas,"May 28, 2023","Hutchinson, KS"
KS,Wichita,Data Scientist Operations,Blue Cross Blue Shield of Kansas,"May 28, 2023","Wichita, KS"
KS,Topeka,Director & Data Scientist,Travelers Insurance Company,"June 2, 2023","Topeka, KS"
KS,Topeka,AI Lead Data Scientist,Travelers Insurance Company,"June 7, 2023","Topeka, KS"
KS,Topeka,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Topeka, KS"
KS,Topeka,AI Data Scientist/Product Owner,Travelers Insurance Company,"June 7, 2023","Topeka, KS"
KS,Topeka,Data Scientist (Hybrid / Remote)UMB Bank,,"June 6, 2023","Topeka, KS"
MO,Kansas City,Data Scientist (Hybrid / Remote)UMB Bank,,"June 6, 2023","Kansas City, MO"
KS,Topeka,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Topeka, KS"
KS,Topeka,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Topeka, KS"
KS,Topeka,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Topeka, KS"
KS,Topeka,"Data Scientist, Product Analytics - Machine Learning",Meta,"June 13, 2023","Topeka, KS"
KS,Topeka,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Topeka, KS"
KS,Topeka,"Data Scientist, Product Analytics - Monetization",Meta,"June 13, 2023","Topeka, KS"
KS,Topeka,"Data Scientist, Product Analytics - Reality Labs",Meta,"June 10, 2023","Topeka, KS"
MO,Kansas City,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Kansas City, MO"
KS,Topeka,Data Scientist - Secret Clearance - Remote,MindPoint Group,"June 16, 2023","Topeka, KS"
KS,Topeka,Senior Data Scientist - REQ001119_43245530923_15-3175The,CollegeBoard,"May 31, 2023","Topeka, KS"
KS,Overland Park,Lead Cognitive/Machine Learning Professional - MLPHumana,,"June 4, 2023","Overland Park, KS"
KS,Overland Park,Data Engineer,Humana,"June 20, 2023","Overland Park, KS"
KS,Topeka,"Research Scientist, Machine Learning (Ph",D)Meta,"June 17, 2023","Topeka, KS"
KS,Topeka,Senior Principal Applied Scientist-OCI AIOracle,,"June 14, 2023","Topeka, KS"
KS,Topeka,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Topeka, KS"
KS,Topeka,Principal Applied Scientist-OCI AI Services,Oracle,"June 7, 2023","Topeka, KS"
KS,Topeka,Data Analytics Consultant,Guidehouse,"June 8, 2023","Topeka, KS"
KS,Topeka,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Topeka, KS"
KS,Topeka,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Topeka, KS"
KY,Louisville,Lead NLP Data Scientist,Humana,"June 1, 2023","Louisville, KY"
KY,Louisville,Lead NLP Data Scientist,Humana,"June 4, 2023","Louisville, KY"
KY,Frankfort,"Data Scientist, Product Analytics",Meta,"June 13, 2023","Frankfort, KY"
KY,Frankfort,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Frankfort, KY"
KY,Frankfort,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Frankfort, KY"
KY,Frankfort,Senior Data Scientist,Pearson,"June 3, 2023","Frankfort, KY"
KY,Louisville,Senior Data Scientist,Humana,"June 17, 2023","Louisville, KY"
KY,Frankfort,AI Senior Data Scientist,Travelers Insurance Company,"June 13, 2023","Frankfort, KY"
KY,Frankfort,AI Lead Data Scientist,Travelers Insurance Company,"June 7, 2023","Frankfort, KY"
KY,Frankfort,Director & Data Scientist,Travelers Insurance Company,"June 2, 2023","Frankfort, KY"
KY,Frankfort,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Frankfort, KY"
KY,Frankfort,AI Data Scientist/Product Owner,Travelers Insurance Company,"June 7, 2023","Frankfort, KY"
KY,Frankfort,Data Scientist (Hybrid / Remote)UMB Bank,,"June 6, 2023","Frankfort, KY"
KY,Frankfort,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Frankfort, KY"
KY,Frankfort,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Frankfort, KY"
KY,Frankfort,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Frankfort, KY"
KY,Frankfort,"Data Scientist, Product Analytics - Machine Learning",Meta,"June 13, 2023","Frankfort, KY"
KY,Frankfort,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Frankfort, KY"
KY,Frankfort,"Data Scientist, Product Analytics - Monetization",Meta,"June 13, 2023","Frankfort, KY"
KY,Frankfort,"Data Scientist, Product Analytics - Reality Labs",Meta,"June 10, 2023","Frankfort, KY"
KY,Louisville,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Louisville, KY"
KY,Louisville,Lead Cognitive/Machine Learning Professional - MLPHumana,,"June 4, 2023","Louisville, KY"
KY,Louisville,Data Engineer,Humana,"June 20, 2023","Louisville, KY"
KY,Frankfort,"Research Scientist, Machine Learning (Ph",D)Meta,"June 17, 2023","Frankfort, KY"
KY,Frankfort,Senior Principal Applied Scientist-OCI AIOracle,,"June 14, 2023","Frankfort, KY"
KY,Frankfort,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Frankfort, KY"
KY,Frankfort,Principal Applied Scientist-OCI AI Services,Oracle,"June 7, 2023","Frankfort, KY"
KY,Louisville,Business Intelligence Engineer,Humana,"June 21, 2023","Louisville, KY"
KY,Frankfort,Data Analytics Consultant,Guidehouse,"June 8, 2023","Frankfort, KY"
KY,Frankfort,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Frankfort, KY"
KY,Frankfort,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Frankfort, KY"
LA,Metairie,Lead NLP Data Scientist,Humana,"June 1, 2023","Metairie, LA"
NV,Las Vegas,Lead NLP Data Scientist,Humana,"June 1, 2023","Las Vegas, NV"
NV,Las Vegas,Lead NLP Data Scientist,Humana,"June 4, 2023","Las Vegas, NV"
LA,Metairie,Lead NLP Data Scientist,Humana,"June 4, 2023","Metairie, LA"
LA,Lafayette,Data Scientist - Healthcare,"CGI Technologies and Solutions, Inc.","June 14, 2023","Lafayette, LA"
LA,Baton Rouge,"Data Scientist, Product Analytics",Meta,"June 13, 2023","Baton Rouge, LA"
LA,Baton Rouge,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Baton Rouge, LA"
LA,Baton Rouge,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Baton Rouge, LA"
LA,Baton Rouge,Senior Data Scientist,Pearson,"June 3, 2023","Baton Rouge, LA"
LA,Baton Rouge,AI Senior Data Scientist,Travelers Insurance Company,"June 13, 2023","Baton Rouge, LA"
LA,Baton Rouge,Director & Data Scientist,Travelers Insurance Company,"June 2, 2023","Baton Rouge, LA"
LA,Baton Rouge,AI Lead Data Scientist,Travelers Insurance Company,"June 7, 2023","Baton Rouge, LA"
LA,Baton Rouge,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Baton Rouge, LA"
LA,Baton Rouge,AI Data Scientist/Product Owner,Travelers Insurance Company,"June 7, 2023","Baton Rouge, LA"
LA,Baton Rouge,Data Scientist (Hybrid / Remote)UMB Bank,,"June 6, 2023","Baton Rouge, LA"
LA,Baton Rouge,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Baton Rouge, LA"
LA,Baton Rouge,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Baton Rouge, LA"
LA,Baton Rouge,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Baton Rouge, LA"
LA,Baton Rouge,"Data Scientist, Product Analytics - Machine Learning",Meta,"June 13, 2023","Baton Rouge, LA"
LA,Baton Rouge,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Baton Rouge, LA"
LA,Baton Rouge,"Data Scientist, Product Analytics - Monetization",Meta,"June 13, 2023","Baton Rouge, LA"
LA,Baton Rouge,"Data Scientist, Product Analytics - Reality Labs",Meta,"June 10, 2023","Baton Rouge, LA"
NV,Las Vegas,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Las Vegas, NV"
LA,New Orleans,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","New Orleans, LA"
NV,Las Vegas,Lead Cognitive/Machine Learning Professional - MLPHumana,,"June 4, 2023","Las Vegas, NV"
LA,Metairie,Lead Cognitive/Machine Learning Professional - MLPHumana,,"June 4, 2023","Metairie, LA"
NV,Las Vegas,Data Engineer,Humana,"June 20, 2023","Las Vegas, NV"
LA,Metairie,Data Engineer,Humana,"June 20, 2023","Metairie, LA"
LA,Baton Rouge,"Research Scientist, Machine Learning (Ph",D)Meta,"June 17, 2023","Baton Rouge, LA"
LA,Virtual,Senior Machine Learning Engineer,S&P Global,"April 23, 2023","Virtual, LA"
LA,Baton Rouge,Senior Principal Applied Scientist-OCI AIOracle,,"June 14, 2023","Baton Rouge, LA"
LA,Baton Rouge,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Baton Rouge, LA"
LA,Baton Rouge,Principal Applied Scientist-OCI AI Services,Oracle,"June 7, 2023","Baton Rouge, LA"
LA,Baton Rouge,Data Analytics Consultant,Guidehouse,"June 8, 2023","Baton Rouge, LA"
LA,Baton Rouge,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Baton Rouge, LA"
CA,La Jolla,Post-Doctoral Researcher – Natural Language Processing (NLP) and Knowledge Graphs (KG)J&J Family of Companies,,"May 24, 2023","La Jolla, CA"
LA,Baton Rouge,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Baton Rouge, LA"
ME,Portland,Lead NLP Data Scientist,Humana,"June 1, 2023","Portland, ME"
ME,Portland,Lead NLP Data Scientist,Humana,"June 4, 2023","Portland, ME"
ME,Augusta,"Data Scientist, Product Analytics",Meta,"June 13, 2023","Augusta, ME"
ME,Augusta,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Augusta, ME"
ME,Augusta,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Augusta, ME"
ME,Augusta,Senior Data Scientist,Pearson,"June 3, 2023","Augusta, ME"
ME,Augusta,AI Senior Data Scientist,Travelers Insurance Company,"June 13, 2023","Augusta, ME"
ME,Augusta,AI Lead Data Scientist,Travelers Insurance Company,"June 7, 2023","Augusta, ME"
ME,Augusta,Director & Data Scientist,Travelers Insurance Company,"June 2, 2023","Augusta, ME"
ME,Augusta,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Augusta, ME"
ME,Augusta,AI Data Scientist/Product Owner,Travelers Insurance Company,"June 7, 2023","Augusta, ME"
ME,Augusta,Data Scientist (Hybrid / Remote)UMB Bank,,"June 6, 2023","Augusta, ME"
ME,Augusta,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Augusta, ME"
ME,Augusta,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Augusta, ME"
ME,Augusta,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Augusta, ME"
ME,Augusta,"Data Scientist, Product Analytics - Machine Learning",Meta,"June 13, 2023","Augusta, ME"
ME,Augusta,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Augusta, ME"
ME,Augusta,"Data Scientist, Product Analytics - Monetization",Meta,"June 13, 2023","Augusta, ME"
ME,Augusta,"Data Scientist, Product Analytics - Reality Labs",Meta,"June 10, 2023","Augusta, ME"
ME,Augusta,Data Scientist - Secret Clearance - Remote,MindPoint Group,"June 16, 2023","Augusta, ME"
ME,Augusta,Senior Data Scientist - REQ001119_43245530923_20-3175The,CollegeBoard,"May 30, 2023","Augusta, ME"
ME,Portland,Lead Cognitive/Machine Learning Professional - MLPHumana,,"June 4, 2023","Portland, ME"
ME,Portland,Data Engineer,Humana,"June 20, 2023","Portland, ME"
ME,Augusta,"Research Scientist, Machine Learning (Ph",D)Meta,"June 17, 2023","Augusta, ME"
ME,Virtual,Senior Machine Learning Engineer,S&P Global,"April 23, 2023","Virtual, ME"
ME,Augusta,Senior Principal Applied Scientist-OCI AIOracle,,"June 14, 2023","Augusta, ME"
ME,Augusta,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Augusta, ME"
ME,Augusta,Principal Applied Scientist-OCI AI Services,Oracle,"June 7, 2023","Augusta, ME"
ME,Augusta,Data Analytics Consultant,Guidehouse,"June 8, 2023","Augusta, ME"
ME,Augusta,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Augusta, ME"
ME,Augusta,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Augusta, ME"
MD,Annapolis Junction,Data Scientist,Belay Technologies,"May 12, 2023","Annapolis Junction, MD"
MD,Columbia,Data Scientist,BigBear.ai,"May 12, 2023","Columbia, MD"
MD,Linthicum Heights,Data Scientist,Themis Insight,"May 2, 2023","Linthicum Heights, MD"
MD,Fort Meade,Data Scientist,Huntington Ingalls Industries,"May 31, 2023","Fort Meade, MD"
MD,Annapolis Junction,Data Scientist,"BlueHalo, LLC","May 8, 2023","Annapolis Junction, MD"
MD,Bethesda,Data Scientist,CACI International,"May 31, 2023","Bethesda, MD"
MD,Annapolis Junction,Data Scientist,Farfield Systems,"June 7, 2023","Annapolis Junction, MD"
MD,Baltimore,Data Scientist,Parsons Corporation,"April 28, 2023","Baltimore, MD"
MD,Annapolis Junction,Data Scientist,"BlueHalo, LLC","May 8, 2023","Annapolis Junction, MD"
MD,Annapolis Junction,Data Scientist,Parsons Corporation,"June 6, 2023","Annapolis Junction, MD"
MD,Hanover,Data Scientist,ManTech,"May 24, 2023","Hanover, MD"
MD,Annapolis Junction,Data Scientist,Accenture,"May 24, 2023","Annapolis Junction, MD"
MD,Rockville,Data Scientist,General Dynamics Information Technology,"April 26, 2023","Rockville, MD"
MD,Baltimore,Senior Data Scientist,Social & Scientific Systems (S-3),"June 17, 2023","Baltimore, MD"
MD,Bethesda,Sr Data Scientist,Leidos,"May 10, 2023","Bethesda, MD"
MD,Fort Meade,Senior Data Scientist,Leidos,"June 3, 2023","Fort Meade, MD"
MD,Bethesda,Lead NLP Data Scientist,Humana,"June 1, 2023","Bethesda, MD"
MD,Bethesda,Lead NLP Data Scientist,Humana,"June 4, 2023","Bethesda, MD"
MD,Remote in the United States,Senior Data Scientist,BlueVoyant,"May 23, 2023","Remote in the United States, MD"
MD,Annapolis Junction,Senior Data Scientist,"BlueHalo, LLC","May 8, 2023","Annapolis Junction, MD"
MD,Annapolis,"Data Scientist, Product Analytics",Meta,"June 13, 2023","Annapolis, MD"
MD,Fort Meade,Sr. Data Scientist,Huntington Ingalls Industries,"May 31, 2023","Fort Meade, MD"
MD,Rockville,Senior Data Scientist,The U.S. Pharmacopeial Convention (USP),"May 22, 2023","Rockville, MD"
MD,Annapolis,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Annapolis, MD"
MD,Annapolis,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Annapolis, MD"
MD,Baltimore,Data Scientist Associate (Hybrid)Care,First,"May 19, 2023","Baltimore, MD"
MD,Baltimore,Sr. Principal Data Scientist,Northrop Grumman,"June 14, 2023","Baltimore, MD"
MD,Annapolis,Senior Data Scientist,Pearson,"June 3, 2023","Annapolis, MD"
MD,Annapolis,AI Senior Data Scientist,Travelers Insurance Company,"June 13, 2023","Annapolis, MD"
