State,City,Title,Company,Posted,Location
IL,Streator,"Sr. Data Scientist, Specialist-Merchandising Analytics, Commercial Sales Analytics ( Virtual/Remote)US Foods",,"April 22, 2023","Streator, IL"
IL,Bensenville,"Sr. Data Scientist, Specialist-Merchandising Analytics, Commercial Sales Analytics ( Virtual/Remote)US Foods",,"April 22, 2023","Bensenville, IL"
IL,Chicago,Consumer & Community Banking - Data and Analytics - Machine Learning & Intelligence Operation Analytics Team - Vice-President - Data Scientist Lead,JPMorgan Chase,"April 30, 2023","Chicago, IL"
IL,CHICAGO,Senior Algorithms & Machine Learning Scientist,Walgreens,"April 5, 2023","CHICAGO, IL"
IL,CHICAGO,Senior Algorithms & Machine Learning Scientist,Walgreens,"April 5, 2023","CHICAGO, IL"
IL,CHICAGO,Senior Algorithms & Machine Learning Scientist,Walgreens,"April 5, 2023","CHICAGO, IL"
IL,Chicago,Staff Applied Scientist - STAFF009608_0-6062Uber Freight,,"May 10, 2023","Chicago, IL"
IL,North Chicago,Senior Machine Learning Engineer I/IIAbb,Vie,"April 5, 2023","North Chicago, IL"
IL,CHICAGO,Data Engineer,Hyatt,"June 1, 2023","CHICAGO, IL"
IL,Virtual,Senior Machine Learning Engineer,S&P Global,"April 23, 2023","Virtual, IL"
IL,Springfield,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Springfield, IL"
IL,Chicago,Part Time Lecturer - Data Analytics - 78774-3800The University of Chicago,,"June 2, 2023","Chicago, IL"
IL,Chicago,Applied Behavioral Science Junior Machine Learning Engineer (Remote – Home Based Worker)Allstate,,"May 30, 2023","Chicago, IL"
IL,Chicago,Business Intelligence Engineer,Humana,"May 31, 2023","Chicago, IL"
IL,Buffalo Grove,Data Engineer,CVS Health,"May 28, 2023","Buffalo Grove, IL"
IL,Springfield,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Springfield, IL"
IL,Springfield,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Springfield, IL"
IL,Riverwoods,Principal Data Science (multiple openings) - IHMDiscover,,"May 20, 2023","Riverwoods, IL"
IL,Riverwoods,Senior Data Science Analyst (multiple openings) - IHMDiscover,,"May 20, 2023","Riverwoods, IL"
IL,Riverwoods,Principal Data Science (multiple openings) - IHMDiscover,,"May 20, 2023","Riverwoods, IL"
IL,Springfield,Business Intelligence Engineer,Hospital Sisters Health Systems (HSHS),"May 16, 2023","Springfield, IL"
IL,Chicago,Data Analytics and Reporting Developer,Allstate,"May 10, 2023","Chicago, IL"
IL,Elk Grove Village,Senior Data Analyst - VP - Hybrid,Citigroup,"May 9, 2023","Elk Grove Village, IL"
IL,Chicago,Senior Data Engineer,Charles River Laboratories,"May 5, 2023","Chicago, IL"
IL,Moline,Part-Time Student-Data Analytics-Moline ILJohn Deere,,"May 2, 2023","Moline, IL"
IL,Springfield,Data Analytics Specialist,Cadmus,"April 19, 2023","Springfield, IL"
IL,Remote,"Senior Data Engineer IRecsolu, Inc DBA Yello",,"April 13, 2023","Remote, IL"
IL,Springfield,"Data Engineer I, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Springfield, IL"
IL,Chicago,Data Analytics-Consultant IIAllstate,,"April 11, 2023","Chicago, IL"
IN,Indianapolis,Data Scientist,Ford Motor Company,"May 13, 2023","Indianapolis, IN"
IN,Fort Wayne,Senior Data Scientist,Humana,"May 25, 2023","Fort Wayne, IN"
IN,Indianapolis,Senior Data Scientist,Humana,"May 25, 2023","Indianapolis, IN"
IN,Indianapolis,Lead NLP Data Scientist,Humana,"June 1, 2023","Indianapolis, IN"
IN,Indianapolis,Senior Data Scientist,Pearson,"June 3, 2023","Indianapolis, IN"
IN,Indianapolis,"Data Scientist- 1330257Apex Systems, Inc",,"April 13, 2023","Indianapolis, IN"
IN,Indianapolis,Data Scientist (REMOTE)Sedgwick,,"April 28, 2023","Indianapolis, IN"
IN,Indianapolis,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Indianapolis, IN"
IN,Indianapolis,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Indianapolis, IN"
IN,Fishers,Data Scientist IINavient,,"June 3, 2023","Fishers, IN"
IN,Indianapolis,Cleared Data Scientist,Guidehouse,"April 6, 2023","Indianapolis, IN"
IN,Crane,Data Scientist IICACI International,,"April 20, 2023","Crane, IN"
IN,Indianapolis,Data Scientist - Optimization,Corteva Agriscience,"May 13, 2023","Indianapolis, IN"
IN,Columbus,Senior Data Scientist - Procurement,Cummins Inc.,"May 18, 2023","Columbus, IN"
IN,Indianapolis,Director & Data Scientist (REMOTE)Travelers Insurance Company,,"June 2, 2023","Indianapolis, IN"
IN,Martinsville,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Martinsville, IN"
IN,Indianapolis,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Indianapolis, IN"
IN,Indianapolis,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Indianapolis, IN"
IN,Indianapolis,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Indianapolis, IN"
IN,Indianapolis,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Indianapolis, IN"
IN,Indianapolis,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Indianapolis, IN"
IN,Indianapolis,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Indianapolis, IN"
IN,Indianapolis,"Data Scientist, Product Analytics - App Foundation",Meta,"May 20, 2023","Indianapolis, IN"
IN,Indianapolis,Cleared Data Scientist - Data Mining/CX/Customer Analytics,Guidehouse,"April 12, 2023","Indianapolis, IN"
IN,Indianapolis,AVP & Data Scientist (DS Leadership)Travelers Insurance Company,,"April 11, 2023","Indianapolis, IN"
IN,Indianapolis,"Data Scientist, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Indianapolis, IN"
IN,Indianapolis,"Senior Data Scientist, Predictive Analytics/Artificial Intelligence – (JRD DS)J&J Family of Companies",,"May 20, 2023","Indianapolis, IN"
IN,Virtual,Senior Machine Learning Engineer,S&P Global,"April 23, 2023","Virtual, IN"
IN,Indianapolis,Senior Director–BI&A AI/ML Data Science,Lilly,"May 9, 2023","Indianapolis, IN"
IN,Indianapolis,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Indianapolis, IN"
IN,Indianapolis,Business Intelligence Engineer,Humana,"May 31, 2023","Indianapolis, IN"
IN,Indianapolis,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Indianapolis, IN"
IN,Indianapolis,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Indianapolis, IN"
IN,Indianapolis,Data Analytics Specialist,Cadmus,"April 19, 2023","Indianapolis, IN"
IN,Indianapolis,"Data Engineer I, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Indianapolis, IN"
IA,Waterloo,Data Scientist,Rose International,"May 23, 2023","Waterloo, IA"
IA,Des Moines,Data Scientist,Ford Motor Company,"May 13, 2023","Des Moines, IA"
IA,Urbandale,Data Scientist,Kelly Services,"May 4, 2023","Urbandale, IA"
IA,Davenport,Senior Data Scientist,Humana,"May 25, 2023","Davenport, IA"
IA,Des Moines,Senior Data Scientist,Humana,"May 25, 2023","Des Moines, IA"
IA,Davenport,Lead NLP Data Scientist,Humana,"June 1, 2023","Davenport, IA"
IA,Des Moines,Senior Data Scientist,Pearson,"June 3, 2023","Des Moines, IA"
IA,Des Moines,Data Scientist IICorteva Agriscience,,"May 25, 2023","Des Moines, IA"
IA,Coralville,Data Scientist (REMOTE)Sedgwick,,"April 28, 2023","Coralville, IA"
IA,Cedar Rapids,Data Scientist (REMOTE)Sedgwick,,"April 28, 2023","Cedar Rapids, IA"
IA,Des Moines,Data Scientist (REMOTE)Sedgwick,,"April 28, 2023","Des Moines, IA"
IA,Dubuque,Data Scientist (REMOTE)Sedgwick,,"April 28, 2023","Dubuque, IA"
IA,Des Moines,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Des Moines, IA"
IA,Des Moines,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Des Moines, IA"
IA,Des Moines,Cleared Data Scientist,Guidehouse,"April 6, 2023","Des Moines, IA"
IA,Des Moines,Imaging Data Scientist,Corteva Agriscience,"April 12, 2023","Des Moines, IA"
IA,Des Moines,Director & Data Scientist (REMOTE)Travelers Insurance Company,,"June 2, 2023","Des Moines, IA"
IA,Des Moines,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Des Moines, IA"
IA,Des Moines,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Des Moines, IA"
IA,Des Moines,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Des Moines, IA"
IA,Des Moines,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Des Moines, IA"
IA,Des Moines,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Des Moines, IA"
IA,Des Moines,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Des Moines, IA"
IA,Des Moines,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Des Moines, IA"
IA,Des Moines,"Data Scientist, Product Analytics - App Foundation",Meta,"May 20, 2023","Des Moines, IA"
IA,Des Moines,Cleared Data Scientist - Data Mining/CX/Customer Analytics,Guidehouse,"April 12, 2023","Des Moines, IA"
IA,Des Moines,AVP & Data Scientist (DS Leadership)Travelers Insurance Company,,"April 11, 2023","Des Moines, IA"
IA,Des Moines,"Data Scientist, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Des Moines, IA"
IA,Des Moines,"Senior Data Scientist, Predictive Analytics/Artificial Intelligence – (JRD DS)J&J Family of Companies",,"May 20, 2023","Des Moines, IA"
IA,Des Moines,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Des Moines, IA"
IA,Urbandale,Data Engineer,Kelly Services,"June 2, 2023","Urbandale, IA"
IA,Davenport,Business Intelligence Engineer,Humana,"May 31, 2023","Davenport, IA"
IA,Des Moines,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Des Moines, IA"
IA,Des Moines,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Des Moines, IA"
IA,Dubuque,Machine Intelligence - Data Analytics Engineer,RFA Engineering,"April 28, 2023","Dubuque, IA"
IA,Des Moines,Data Analytics Specialist,Cadmus,"April 19, 2023","Des Moines, IA"
IA,Des Moines,"Data Engineer I, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Des Moines, IA"
KS,Lenexa,Data Scientist,Kiewit,"May 27, 2023","Lenexa, KS"
KS,Topeka,Data Scientist,Ford Motor Company,"May 13, 2023","Topeka, KS"
KS,Wichita,Data Scientist,Deloitte,"April 22, 2023","Wichita, KS"
KS,Topeka,Revenue Management Data Scientist,Blue Cross Blue Shield of Kansas,"May 20, 2023","Topeka, KS"
KS,Kansas City,Senior Data Scientist,Humana,"May 25, 2023","Kansas City, KS"
KS,Overland Park,Senior Data Scientist,Humana,"May 25, 2023","Overland Park, KS"
MO,Kansas City,Senior Data Scientist,Humana,"May 25, 2023","Kansas City, MO"
KS,Overland Park,Lead NLP Data Scientist,Humana,"June 1, 2023","Overland Park, KS"
KS,Topeka,Senior Data Scientist,Pearson,"June 3, 2023","Topeka, KS"
KS,Topeka,Data Scientist (REMOTE)Sedgwick,,"April 28, 2023","Topeka, KS"
MO,Kansas City,Data Scientist (REMOTE)Sedgwick,,"April 28, 2023","Kansas City, MO"
KS,Overland Park,Data Scientist (REMOTE)Sedgwick,,"April 28, 2023","Overland Park, KS"
KS,Wichita,Data Scientist (REMOTE)Sedgwick,,"April 28, 2023","Wichita, KS"
KS,Topeka,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Topeka, KS"
KS,Topeka,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Topeka, KS"
KS,Topeka,Data Scientist Operations,Blue Cross Blue Shield of Kansas,"May 28, 2023","Topeka, KS"
KS,Topeka,Cleared Data Scientist,Guidehouse,"April 6, 2023","Topeka, KS"
KS,Hutchinson,Data Scientist Operations,Blue Cross Blue Shield of Kansas,"May 28, 2023","Hutchinson, KS"
KS,Wichita,Data Scientist Operations,Blue Cross Blue Shield of Kansas,"May 28, 2023","Wichita, KS"
MO,Kansas City,Data Scientist IIHoneywell,,"April 21, 2023","Kansas City, MO"
KS,Topeka,Director & Data Scientist (REMOTE)Travelers Insurance Company,,"June 2, 2023","Topeka, KS"
KS,Topeka,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Topeka, KS"
KS,Topeka,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Topeka, KS"
KS,Topeka,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Topeka, KS"
KS,Topeka,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Topeka, KS"
KS,Topeka,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Topeka, KS"
KS,Topeka,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Topeka, KS"
MO,Kansas City,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Kansas City, MO"
KS,Topeka,"Data Scientist, Product Analytics - App Foundation",Meta,"May 20, 2023","Topeka, KS"
KS,Topeka,Cleared Data Scientist - Data Mining/CX/Customer Analytics,Guidehouse,"April 12, 2023","Topeka, KS"
KS,Topeka,AVP & Data Scientist (DS Leadership)Travelers Insurance Company,,"April 11, 2023","Topeka, KS"
KS,Topeka,"Data Scientist, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Topeka, KS"
KS,Topeka,Senior Data Scientist - REQ001119_43245530923_15-3175The,CollegeBoard,"May 31, 2023","Topeka, KS"
KS,Topeka,Data Scientist (Engineer II) - REQ001040_43245530923_15-3175The,CollegeBoard,"June 1, 2023","Topeka, KS"
KS,Topeka,"Senior Data Scientist, Predictive Analytics/Artificial Intelligence – (JRD DS)J&J Family of Companies",,"May 20, 2023","Topeka, KS"
KS,Topeka,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Topeka, KS"
KS,Overland Park,Business Intelligence Engineer,Humana,"May 31, 2023","Overland Park, KS"
KS,Topeka,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Topeka, KS"
KS,Topeka,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Topeka, KS"
MO,Kansas City,Data Engineer,System One,"May 9, 2023","Kansas City, MO"
KS,Topeka,Data Analytics Specialist,Cadmus,"April 19, 2023","Topeka, KS"
KS,Topeka,"Data Engineer I, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Topeka, KS"
KY,Frankfort,Data Scientist,Ford Motor Company,"May 13, 2023","Frankfort, KY"
KY,Louisville,Senior Data Scientist,Humana,"May 25, 2023","Louisville, KY"
KY,Louisville,Data Scientist IIHumana,,"May 27, 2023","Louisville, KY"
KY,Louisville,Lead NLP Data Scientist,Humana,"June 1, 2023","Louisville, KY"
KY,Frankfort,Senior Data Scientist,Pearson,"June 3, 2023","Frankfort, KY"
KY,Lexington,Data Scientist (REMOTE)Sedgwick,,"April 28, 2023","Lexington, KY"
KY,Louisville,Data Scientist (REMOTE)Sedgwick,,"April 28, 2023","Louisville, KY"
KY,Frankfort,Data Scientist (REMOTE)Sedgwick,,"April 28, 2023","Frankfort, KY"
KY,Frankfort,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Frankfort, KY"
KY,Frankfort,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Frankfort, KY"
KY,Frankfort,Cleared Data Scientist,Guidehouse,"April 6, 2023","Frankfort, KY"
KY,Frankfort,Director & Data Scientist (REMOTE)Travelers Insurance Company,,"June 2, 2023","Frankfort, KY"
KY,Louisville,Senior Data Scientist - Stars,Humana,"May 31, 2023","Louisville, KY"
KY,Frankfort,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Frankfort, KY"
KY,Frankfort,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Frankfort, KY"
KY,Frankfort,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Frankfort, KY"
KY,Frankfort,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Frankfort, KY"
KY,Frankfort,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Frankfort, KY"
KY,Frankfort,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Frankfort, KY"
KY,Louisville,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Louisville, KY"
KY,Frankfort,"Data Scientist, Product Analytics - App Foundation",Meta,"May 20, 2023","Frankfort, KY"
KY,Frankfort,Cleared Data Scientist - Data Mining/CX/Customer Analytics,Guidehouse,"April 12, 2023","Frankfort, KY"
KY,Frankfort,AVP & Data Scientist (DS Leadership)Travelers Insurance Company,,"April 11, 2023","Frankfort, KY"
KY,Frankfort,"Data Scientist, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Frankfort, KY"
KY,Frankfort,"Senior Data Scientist, Predictive Analytics/Artificial Intelligence – (JRD DS)J&J Family of Companies",,"May 20, 2023","Frankfort, KY"
KY,Frankfort,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Frankfort, KY"
KY,Louisville,Business Intelligence Engineer,Humana,"May 31, 2023","Louisville, KY"
KY,Frankfort,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Frankfort, KY"
KY,Frankfort,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Frankfort, KY"
KY,Frankfort,Data Analytics Specialist,Cadmus,"April 19, 2023","Frankfort, KY"
KY,Frankfort,"Data Engineer I, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Frankfort, KY"
LA,Baton Rouge,Data Scientist,Ford Motor Company,"May 13, 2023","Baton Rouge, LA"
LA,Baton Rouge,Senior Data Scientist,Humana,"May 25, 2023","Baton Rouge, LA"
NV,Las Vegas,Senior Data Scientist,Humana,"May 25, 2023","Las Vegas, NV"
LA,Shreveport,Senior Data Scientist,Humana,"May 25, 2023","Shreveport, LA"
LA,New Orleans,Senior Data Scientist,Humana,"May 25, 2023","New Orleans, LA"
LA,Metairie,Senior Data Scientist,Humana,"May 25, 2023","Metairie, LA"
NV,Las Vegas,Lead NLP Data Scientist,Humana,"June 1, 2023","Las Vegas, NV"
LA,Metairie,Lead NLP Data Scientist,Humana,"June 1, 2023","Metairie, LA"
LA,Baton Rouge,Senior Data Scientist,Pearson,"June 3, 2023","Baton Rouge, LA"
LA,Baton Rouge,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Baton Rouge, LA"
LA,Baton Rouge,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Baton Rouge, LA"
LA,Baton Rouge,Cleared Data Scientist,Guidehouse,"April 6, 2023","Baton Rouge, LA"
LA,Baton Rouge,Director & Data Scientist (REMOTE)Travelers Insurance Company,,"June 2, 2023","Baton Rouge, LA"
LA,Baton Rouge,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Baton Rouge, LA"
LA,Baton Rouge,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Baton Rouge, LA"
LA,Baton Rouge,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Baton Rouge, LA"
LA,Baton Rouge,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Baton Rouge, LA"
LA,Baton Rouge,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Baton Rouge, LA"
LA,Baton Rouge,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Baton Rouge, LA"
NV,Las Vegas,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","Las Vegas, NV"
LA,New Orleans,Labs - Data Scientist - Senior Associate,PwC,"May 27, 2023","New Orleans, LA"
LA,Baton Rouge,"Data Scientist, Product Analytics - App Foundation",Meta,"May 20, 2023","Baton Rouge, LA"
LA,Baton Rouge,Cleared Data Scientist - Data Mining/CX/Customer Analytics,Guidehouse,"April 12, 2023","Baton Rouge, LA"
LA,Baton Rouge,AVP & Data Scientist (DS Leadership)Travelers Insurance Company,,"April 11, 2023","Baton Rouge, LA"
LA,Baton Rouge,"Data Scientist, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Baton Rouge, LA"
CA,La Jolla,"Senior Data Scientist, Predictive Analytics/Artificial Intelligence – (JRD DS)J&J Family of Companies",,"May 20, 2023","La Jolla, CA"
LA,Baton Rouge,"Senior Data Scientist, Predictive Analytics/Artificial Intelligence – (JRD DS)J&J Family of Companies",,"May 20, 2023","Baton Rouge, LA"
LA,Virtual,Senior Machine Learning Engineer,S&P Global,"April 23, 2023","Virtual, LA"
LA,Baton Rouge,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Baton Rouge, LA"
NV,Las Vegas,Business Intelligence Engineer,Humana,"May 31, 2023","Las Vegas, NV"
LA,Metairie,Business Intelligence Engineer,Humana,"May 31, 2023","Metairie, LA"
LA,Baton Rouge,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Baton Rouge, LA"
CA,La Jolla,Post-Doctoral Researcher – Natural Language Processing (NLP) and Knowledge Graphs (KG)J&J Family of Companies,,"May 24, 2023","La Jolla, CA"
LA,Baton Rouge,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Baton Rouge, LA"
CA,La Jolla,Data Engineer,Robert Half,"May 6, 2023","La Jolla, CA"
LA,Baton Rouge,Data Analytics Specialist,Cadmus,"April 19, 2023","Baton Rouge, LA"
LA,Baton Rouge,"Data Engineer I, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Baton Rouge, LA"
ME,Augusta,Data Scientist,Ford Motor Company,"May 13, 2023","Augusta, ME"
ME,Portland,Senior Data Scientist,Humana,"May 25, 2023","Portland, ME"
ME,Portland,Lead NLP Data Scientist,Humana,"June 1, 2023","Portland, ME"
ME,Augusta,Senior Data Scientist,Pearson,"June 3, 2023","Augusta, ME"
ME,Augusta,"Data Scientist, Product Analytics",Meta,"May 26, 2023","Augusta, ME"
ME,Augusta,"Data Scientist, Product Analytics",Meta,"May 19, 2023","Augusta, ME"
ME,Augusta,Cleared Data Scientist,Guidehouse,"April 6, 2023","Augusta, ME"
ME,Augusta,Director & Data Scientist (REMOTE)Travelers Insurance Company,,"June 2, 2023","Augusta, ME"
ME,Augusta,Senior Data Scientist I (Remote)RELX INC,,"April 25, 2023","Augusta, ME"
ME,Augusta,Cleared Data Scientist - Data Mining/Analytics/Data Visualization,Guidehouse,"May 19, 2023","Augusta, ME"
ME,Augusta,"Data Scientist, Product - Generative AIMeta",,"June 3, 2023","Augusta, ME"
ME,Augusta,Data Scientist-Business Intelligence Engineer (Remote)Wolters Kluwer,,"May 19, 2023","Augusta, ME"
ME,Augusta,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Augusta, ME"
ME,Augusta,"Data Scientist, Product Analytics - Monetization",Meta,"May 23, 2023","Augusta, ME"
ME,Augusta,"Data Scientist, Product Analytics - App Foundation",Meta,"May 20, 2023","Augusta, ME"
ME,Augusta,Cleared Data Scientist - Data Mining/CX/Customer Analytics,Guidehouse,"April 12, 2023","Augusta, ME"
ME,Augusta,AVP & Data Scientist (DS Leadership)Travelers Insurance Company,,"April 11, 2023","Augusta, ME"
ME,Augusta,"Data Scientist, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Augusta, ME"
ME,Augusta,Senior Data Scientist - REQ001119_43245530923_20-3175The,CollegeBoard,"May 30, 2023","Augusta, ME"
ME,Augusta,Data Scientist (Engineer II) - REQ001040_43245530923_20-3175The,CollegeBoard,"May 31, 2023","Augusta, ME"
ME,Augusta,"Senior Data Scientist, Predictive Analytics/Artificial Intelligence – (JRD DS)J&J Family of Companies",,"May 20, 2023","Augusta, ME"
ME,Virtual,Senior Machine Learning Engineer,S&P Global,"April 23, 2023","Virtual, ME"
ME,Augusta,"Customer Success Director, Data & Analytics",Acxiom LLC,"May 18, 2023","Augusta, ME"
ME,Portland,Business Intelligence Engineer,Humana,"May 31, 2023","Portland, ME"
ME,Augusta,"Director, Data Science - Fraud Detection",Travelers Insurance Company,"May 24, 2023","Augusta, ME"
ME,Augusta,Data Engineer I - Data Modeler,Travelers Insurance Company,"May 20, 2023","Augusta, ME"
ME,Augusta,Data Analytics Specialist,Cadmus,"April 19, 2023","Augusta, ME"
ME,Augusta,"Data Engineer I, Underwriting Automation and Artificial Intelligence",Travelers Insurance Company,"April 14, 2023","Augusta, ME"
MD,Annapolis Junction,Data Scientist,Belay Technologies,"May 12, 2023","Annapolis Junction, MD"
MD,Fort Meade,Data Scientist,Huntington Ingalls Industries,"May 31, 2023","Fort Meade, MD"
MD,Bethesda,Data Scientist,CACI International,"May 31, 2023","Bethesda, MD"
MD,Columbia,Data Scientist,BigBear.ai,"May 12, 2023","Columbia, MD"
MD,Linthicum Heights,Data Scientist,Themis Insight,"May 2, 2023","Linthicum Heights, MD"
MD,Annapolis Junction,Data Scientist,"BlueHalo, LLC","May 8, 2023","Annapolis Junction, MD"
MD,California,Data Scientist,"Integration Innovation, Inc. (i3)","April 6, 2023","California, MD"
MD,Laurel,Data Scientist,U.S. Secret Service,"June 2, 2023","Laurel, MD"
MD,Baltimore,Data Scientist,Parsons Corporation,"April 28, 2023","Baltimore, MD"
MD,Fort Meade,Data Scientist,U.S. Army Intelligence and Security Command,"May 27, 2023","Fort Meade, MD"
MD,Annapolis,Data Scientist,Ford Motor Company,"May 13, 2023","Annapolis, MD"
MD,Annapolis Junction,Data Scientist,"BlueHalo, LLC","May 8, 2023","Annapolis Junction, MD"
MD,Frederick,Data Scientist,Legal & General America,"April 13, 2023","Frederick, MD"
MD,Hanover,Data Scientist,ManTech,"May 24, 2023","Hanover, MD"
MD,Annapolis Junction,Data Scientist,Accenture,"May 24, 2023","Annapolis Junction, MD"
MD,Baltimore,Data Scientist,Deloitte,"April 22, 2023","Baltimore, MD"
MD,Bethesda,Data Scientist,Deloitte,"April 22, 2023","Bethesda, MD"
MD,Frederick,Data Scientist,Deloitte,"April 22, 2023","Frederick, MD"
MD,Bowie,Data Scientist,Deloitte,"April 22, 2023","Bowie, MD"
MD,New Carrollton,Data Scientist,Deloitte,"April 22, 2023","New Carrollton, MD"
MD,Fort Meade,Data Scientist,Deloitte,"April 22, 2023","Fort Meade, MD"
MD,Rockville,Data Scientist,General Dynamics Information Technology,"April 26, 2023","Rockville, MD"
MD,Columbia,"Data Scientist, Mid",Booz Allen Hamilton,"April 8, 2023","Columbia, MD"
MD,Bethesda,Senior Data Scientist,Humana,"May 25, 2023","Bethesda, MD"
MD,Baltimore,Senior Data Scientist,Humana,"May 25, 2023","Baltimore, MD"
MD,Fort Meade,Senior Data Scientist,Leidos,"June 3, 2023","Fort Meade, MD"
MD,Bethesda,Sr Data Scientist,Leidos,"May 10, 2023","Bethesda, MD"
MD,Bethesda,Lead NLP Data Scientist,Humana,"June 1, 2023","Bethesda, MD"
MD,Fort Meade,Sr. Data Scientist,Huntington Ingalls Industries,"May 31, 2023","Fort Meade, MD"
MD,Remote in the United States,Senior Data Scientist,BlueVoyant,"May 23, 2023","Remote in the United States, MD"
